"Chapter","Verse","Version","Script" 
"07","28","05B","λέγω@vipa1s δέ@cc σύ@rpd-p ὁ@dams μέγας@anamsc ἐν@pd γεννητός@andmpn γυνή@ngfpc Ἰωάννης@nnmsp εἰμί@vipa3s ὁ@dnms δέ@cc μικρός@annmsc ἐν@pd ὁ@ddfs βασιλεία@ndfsc ὁ@dgms θεός@ngmsc μέγας@annmsc αὐτός@rpgms εἰμί@vipa3s" 
"07","36","05B","[() ἐρωτάω@viia3s δέ@cc τὶς@rinms αὐτός@rpams ὁ@dgmp Φαρισαῖος@ngmpp ἵνα@cs ἐσθίω@vsaa3s μετά@pg αὐτός@rpgms] καί@cc εἰσέρχομαι@vpaanms εἰς@pa ὁ@dams οἶκος@namsc ὁ@dgms Φαρισαῖος@ngmsp κατακλίνω@viap3s" 
"07","37","05B","καί@cc ἰδού@i γυνή@nnfsc () ὅστις@rrnfs εἰμί@viia3s ἁμαρτωλός@annfsn ()" 
"07","38","05B","καί@cc ἵστημι@vpaanfs ὀπίσω@b παρά@pa ὁ@damp πούς@nampc αὐτός@rpgms βρέχω@viaa3s ὁ@ddnp δάκρυον@ndnpc ὁ@damp πούς@nampc αὐτός@rpgms καί@cc ὁ@ddfp θρίξ@ndfpc ὁ@dgfs κεφαλή@ngfsc αὐτός@rpgfs ἐκμάσσω@viia3s καί@cc ἀλείφω@viaa3s καί@cc καταφιλέω@viia3s ὁ@damp πούς@nampc αὐτός@rpgms ()" 
"07","44","05B","[() φημί@viaa3s] οὗτος@rdnfs ὁ@ddnp δάκρυον@ndnpc βρέχω@viaa3s ὁ@damp πούς@nampc ἐγώ@rpg-s καί@cc ἀλείφω@viaa3s καί@cc καταφιλέω@viia3s καί@cc ὁ@ddfp θρίξ@ndfpc αὐτός@rpgfs ἐκμάσσω@viaa3s" 
"07","45","05B","() οὐ@b διαλείπω@viaa3s καταφιλέω@vppanfs ἐγώ@rpg-s ὁ@damp πούς@nampc" 
"07","48","05B","λέγω@viaa3s δέ@cc αὐτός@rpdfs ἀφίημι@vixp3p σύ@rpg-s ὁ@dnfp ἁμαρτία@nnfpc" 
"07","50","05B","() ὁ@dnfs πίστις@nnfsc σύ@rpg-s σῴζω@vixa3s σύ@rpa-s" 
"08","02","05B","() καί@cc γυνή@nnfpc τὶς@ainfpn ()" 
"08","03","05B","() γυνή@nnfsc () ἐπίτροπος@ngmsc Ἡρῴδης@ngmsp () διακονέω@viia3p αὐτός@rpdms ἐκ@pg ὁ@dgnp ὑπάρχω@vppagnp αὐτός@rpdfp" 
"08","04","05B","() λέγω@viaa3s διά@pg παραβολή@ngfsc" 
"08","05","05B","ἐξέρχομαι@viaa3s ὁ@dnms σπείρω@vppanms ὁ@dgns σπείρω@vnaa ὁ@dams σπόρος@namsc αὐτός@rpgms καί@cc ἐν@pd ὁ@ddns σπείρω@vnpa αὐτός@rpams ὅς@rrnns μέν@x πίπτω@viaa3s παρά@pa ὁ@dafs ὁδός@nafsc καί@cc καταπατέω@viap3s καί@cc ὁ@dnnp πετεινός@nnnpc κατεσθίω@viaa3s αὐτός@rpans" 
"08","06","05B","καί@cc ἕτερος@ainnsn καταπίπτω@viaa3s ἐπί@pa ὁ@dafs πέτρα@nafsc καί@cc φύω@vpapnns ξηραίνω@viap3s διά@pa ὁ@dans μή@x ἔχω@vnpa ἰκμάς@nafsc" 
"08","07","05B","καί@cc ἕτερος@ainnsn πίπτω@viaa3s ἐν@pd μέσος@andnsn ὁ@dgfp ἄκανθα@ngfpc καί@cc συμφύω@vpapnfp ὁ@dnfp ἄκανθα@nnfpc ἀποπνίγω@viaa3p αὐτός@rpans" 
"08","08","05B","καί@cc ἕτερος@ainnsn πίπτω@viaa3s εἰς@pa ὁ@dafs γῆ@nafsc ὁ@dafs ἀγαθός@anafsn καί@cc φύω@vpapnns ποιέω@viaa3s καρπός@namsc () ὁ@dnms ἔχω@vppanms οὖς@nanpc () ἀκούω@vdpa3s" 
"08","16","05B","οὐδείς@rinms δέ@cc λύχνος@namsc ἅπτω@vpaanms καλύπτω@vipa3s αὐτός@rpams σκεῦος@ndnsc ἤ@cc ὑποκάτω@pg κλίνη@ngfsc τίθημι@vipa3s ἀλλά@cc ἐπί@pg λυχνία@ngfsc τίθημι@vipa3s ἵνα@cs ὁ@dnmp εἰσπορεύομαι@vppmnmp βλέπω@vspa3p ὁ@dans φῶς@nansc" 
"08","17","05B","οὐ@b γάρ@cc εἰμί@vipa3s κρυπτός@annnsn ὅς@rrnns οὐ@b φανερός@annnsn γίνομαι@vifm3s οὐδέ@cc ἀπόκρυφος@annnsn ὅς@rrnns οὐ@b μή@x γινώσκω@vsap3s καί@cc εἰς@pa φανερός@anansn ἔρχομαι@vsaa3s" 
"08","18","05B","βλέπω@vdpa2p πῶς@b ἀκούω@vipa2p ὅς@rrnms ἄν@x ἔχω@vspa3s δίδωμι@vifp3s αὐτός@rpdms ὅς@rrnms ἄν@x μή@x ἔχω@vspa3s καί@b ὅς@rrans δοκέω@vipa3s ἔχω@vnpa αἴρω@vifp3s ἀπό@pg αὐτός@rpgms" 
"08","20","05B","ἀπαγγέλλω@viap3s δέ@cc αὐτός@rpdms ὁ@dnfs μήτηρ@nnfsc σύ@rpg-s καί@cc ὁ@dnmp ἀδελφός@nnmpc σύ@rpg-s ἵστημι@vixa3p ἔξω@b ὁράω@vnaa θέλω@vppanmp σύ@rpa-s" 
"08","21","05B","ὁ@dnms δέ@cc ἀποκρίνομαι@vpapnms λέγω@viaa3s πρός@pa αὐτός@rpamp τίς@rqnfs ἐγώ@rpd-s μήτηρ@nnfsc καί@cc τίς@rqnmp ἐγώ@rpd-s ἀδελφός@nnmpc οὗτος@rdnmp εἰμί@vipa3p ὁ@dnmp ἀκούω@vipa3p ὁ@damp λόγος@nampc ἐγώ@rpg-s καί@cc ποιέω@vipa3p αὐτός@rpamp" 
"08","22","05B","γίνομαι@viam3s δέ@cc () [cc αὐτός@rtnms ἐμβαίνω@viaa3s εἰς@pa πλοῖον@nansc καί@cc ὁ@dnmp μαθητής@nnmpc αὐτός@rpgms ()]" 
"08","23","05B","[καί@cc] πλέω@vppagmp αὐτός@rpgmp ἀφυπνόω@viaa3s [καί@cc καταβαίνω@viaa3s λαῖλαψ@nnfsc ἄνεμος@ngmsc ()]" 
"08","24","05B","[() διεγείρω@viaa3p αὐτός@rpams ()] ὁ@dnms δέ@cc ἐγείρω@vpapnms ἐπιτιμάω@viaa3s ὁ@ddms ἄνεμος@ndmsc καί@cc ὁ@ddfs θάλασσα@ndfsc καί@cc παύω@viam3p καί@cc γίνομαι@viam3s γαλήνη@nnfsc" 
"08","25","05B","() θαυμάζω@viaa3p λέγω@vppanmp πρός@pa ἀλλήλων@reamp τίς@rqnms ἄρα@x οὗτος@rdnms εἰμί@vipa3s ὅς@rrnms καί@b ὁ@ddmp ἄνεμος@ndmpc ἐπιτάσσω@vipa3s καί@cc ὁ@ddfs θάλασσα@ndfsc" 
"08","27","05B","() ὑπαντάω@viaa3s ἀνήρ@nnmsc τὶς@ainmsn ἐκ@pg ὁ@dgfs πόλις@ngfsc ἔχω@vppanms δαιμόνιον@nanpc ()" 
"08","28","05B","ὁράω@vpaanms δέ@cc ὁ@dams Ἰησοῦς@namsp λέγω@viaa3s () Ἰησοῦς@nvmsp υἱός@nvmsc ὁ@dgms θεός@ngmsc ()" 
"08","30","05B","ἐπερωτάω@viaa3s δέ@cc αὐτός@rpams ὁ@dnms Ἰησοῦς@nnmsp τίς@aqnnsn σύ@rpd-s εἰμί@vipa3s ὄνομα@nnnsc ὁ@dnms δέ@cc λέγω@viaa3s Λεγεών@nnfsp ὅτι@cs εἰσέρχομαι@viaa3s δαιμόνιον@nnnpc πολύς@annnpn εἰς@pa αὐτός@rpams" 
"08","31","05B","καί@cc παρακαλέω@viia3p αὐτός@rpams ἵνα@cs μή@x ἐπιτάσσω@vsaa3s αὐτός@rpdnp εἰς@pa ὁ@dafs ἄβυσσος@nafsc ἀπέρχομαι@vnaa" 
"08","32","05B","εἰμί@viia3s δέ@cc ἐκεῖ@b ἀγέλη@nnfsc χοῖρος@ngmpc ἱκανός@angmpn βόσκω@vpppnfs ἐν@pd ὁ@ddns ὄρος@ndnsc καί@cc παρακαλέω@viaa3p αὐτός@rpams ἵνα@cs ἐπιτρέπω@vsaa3s αὐτός@rpdnp εἰς@pa ἐκεῖνος@rdamp εἰσέρχομαι@vnaa καί@cc ἐπιτρέπω@viaa3s αὐτός@rpdnp" 
"08","42","05B","() γίνομαι@viam3s δέ@cc ἐν@pd ὁ@ddns ὑπάγω@vnpa αὐτός@rpams συμπνίγω@viia3p αὐτός@rpams ὁ@dnmp ὄχλος@nnmpc" 
"08","43","05B","καί@cc γυνή@nnfsc εἰμί@vppanfs ἐν@pd ῥύσις@ndfsc αἷμα@ngnsc ἀπό@pg ἔτος@ngnpc δώδεκα@ac---n ()" 
"08","44","05B","προσέρχομαι@vpaanfs () ἅπτω@vpamnfs αὐτός@rpgms καί@cc () ἰάομαι@viap3s ὁ@dnfs ῥύσις@nnfsc ὁ@dgns αἷμα@ngnsc αὐτός@rpgfs" 
"08","45","05B","καί@cc λέγω@viaa3s ὁ@dnms κύριος@nnmsc τίς@rqnms ἐγώ@rpg-s ἅπτω@viam3s ἀρνέομαι@vppmgmp δέ@cc πᾶς@aigmpn ὁ@dnmp μαθητής@nnmpc λέγω@viaa3p ἐπιστάτης@nvmsc ὁ@dnmp ὄχλος@nnmpc συνέχω@vipa3p σύ@rpa-s καί@cc ἀποθλίβω@vipa3p" 
"08","46","05B","ὁ@dnms δέ@cc λέγω@viaa3s ἅπτω@viam3s ἐγώ@rpg-s τὶς@rinms καί@b γάρ@cc γινώσκω@viaa1s δύναμις@nafsc ἐξέρχομαι@vpaaafs ἀπό@pg ἐγώ@rpg-s" 
"08","47","05B","[() ἔρχομαι@viaa3s ()]" 
"08","48","05B","[() λέγω@viaa3s ()] θυγάτηρ@nvfsc ὁ@dnfs πίστις@nnfsc σύ@rpg-s σῴζω@vixa3s σύ@rpa-s" 
"09","01","05B","συγκαλέω@vpamnms δέ@cc ὁ@damp δώδεκα@ac---n δίδωμι@viaa3s αὐτός@rpdmp δύναμις@nafsc καί@cc ἐξουσία@nafsc ἐπί@pa πᾶς@aianpn ὁ@danp δαιμόνιον@nanpc καί@cc νόσος@nafpc θεραπεύω@vnpa" 
"09","02","05B","καί@cc ἀποστέλλω@viaa3s αὐτός@rpamp κηρύσσω@vnpa ὁ@dafs βασιλεία@nafsc ὁ@dgms θεός@ngmsc καί@cc ἰάομαι@vnpm" 
"09","03","05B","καί@cc λέγω@viaa3s πρός@pa αὐτός@rpamp μηδείς@rians αἴρω@vdpa2p εἰς@pa ὁ@dafs ὁδός@nafsc () μήτε@cc ἄρτος@namsc μήτε@cc ἀργύριον@nansc μήτε@cc δύο@acampn χιτών@nampc ἔχω@vnpa" 
"09","05","05B","καί@cc ὅσος@rrnmp ἄν@x μή@x δέχομαι@vspm3p σύ@rpa-p ἐξέρχομαι@vppmnmp ἀπό@pg ὁ@dgfs πόλις@ngfsc ἐκεῖνος@rdgfs ὁ@dams κονιορτός@namsc ἀπό@pg ὁ@dgmp πούς@ngmpc σύ@rpg-p ἀποτινάσσω@vdpa2p εἰς@pa μαρτύριον@nansc" 
"09","06","05B","ἐξέρχομαι@vppmnmp δέ@cc διέρχομαι@viim3p κατά@pa πόλις@nafpc καί@cc κώμη@nafpc εὐαγγελίζω@vppmnmp καί@cc θεραπεύω@vppanmp πανταχοῦ@b" 
"09","07","05B","ἀκούω@viaa3s δέ@cc Ἡρῴδης@nnmsp [ὁ@dnms τετραάρχης@nnmsc] () ὁ@dans λέγω@vnpp ὑπό@pg τὶς@rigmp ὅτι@cs Ἰωάννης@nnmsp ἐγείρω@viap3s ἐκ@pg νεκρός@angmpn" 
"09","08","05B","ὑπό@pg τὶς@rigmp δέ@cc ὅτι@cs Ἠλίας@nnmsp φαίνω@viap3s ἄλλος@rigmp δέ@cc ὅτι@cs προφήτης@nnmsc τὶς@ainmsn ὁ@dgmp ἀρχαῖος@angmpn ἀνίστημι@viaa3s" 
"09","10","05B","[() τόπος@namsc ἔρημος@anafsn]" 
"09","11","05B","[() ὁ@dnmp ὄχλος@nnmpc ()]" 
"09","12","05B","[()] προσέρχομαι@vpaanmp δέ@cc ὁ@dnmp δώδεκα@ac---n λέγω@viaa3p αὐτός@rpdms ἀπολύω@vdaa2s ὁ@dams ὄχλος@namsc ἵνα@cs πορεύομαι@vpapnmp εἰς@pa ὁ@dafp κύκλος@b κώμη@nafpc καί@cc ἀγρός@nampc καταλύω@vsaa3p καί@cc εὑρίσκω@vsaa3p ἐπισιτισμός@namsc ὅτι@cs ὧδε@b ἐν@pd ἔρημος@andmsn τόπος@ndmsc εἰμί@vipa1p" 
"09","13","05B","λέγω@viaa3s δέ@cc πρός@pa αὐτός@rpamp δίδωμι@vdaa2p αὐτός@rpdmp σύ@rpn-p ἐσθίω@vnaa ὁ@dnmp δέ@cc λέγω@viaa3p οὐ@b εἰμί@vipa3p ἐγώ@rpd-p πολύς@anansc ἤ@cc ἄρτος@nnmpc πέντε@ac---n καί@cc ἰχθύς@nnmpc δύο@acnmpn ()" 
"09","14","05B","εἰμί@viia3p γάρ@cc ὡσεί@b ἀνήρ@nnmpc πεντακισχίλιοι@acnmpn" 
"09","16","05B","λαμβάνω@vpaanms δέ@cc ὁ@damp πέντε@ac---n ἄρτος@nampc καί@cc ὁ@damp δύο@acampn ἰχθύς@nampc ἀναβλέπω@vpaanms εἰς@pa ὁ@dams οὐρανός@namsc εὐλογέω@viaa3s ἐπί@pa αὐτός@rpamp καί@cc κατακλάω@viaa3s καί@cc δίδωμι@viia3s ὁ@ddmp μαθητής@ndmpc παρατίθημι@vnaa ὁ@ddms ὄχλος@ndmsc" 
"09","17","05B","καί@cc ἐσθίω@viaa3p καί@cc χορτάζω@viap3p πᾶς@ainmpn καί@cc αἴρω@viap3s ὁ@dnns περισσεύω@vpaanns αὐτός@rpdmp ()" 
"09","18","05B","() σύνειμι@viia3p αὐτός@rpdms ὁ@dnmp μαθητής@nnmpc καί@cc ἐπερωτάω@viaa3s αὐτός@rpamp λέγω@vppanms τίς@rqams ἐγώ@rpa-s λέγω@vipa3p ὁ@dnmp ἄνθρωπος@nnmpc ὁ@dams υἱός@namsc ὁ@dgms ἄνθρωπος@ngmsc" 
"09","19","05B","λέγω@vipa3p ὁ@dnmp μαθητής@nnmpc Ἰωάννης@namsp ὁ@dams βαπτιστής@namsc ἄλλος@ainmpn δέ@cc Ἠλίας@namsp ἄλλος@ainmpn δέ@cc ὅτι@cs προφήτης@nnmsc τὶς@ainmsn ὁ@dgmp ἀρχαῖος@angmpn ἀνίστημι@viaa3s" 
"09","20","05B","λέγω@viaa3s δέ@cc αὐτός@rpdmp σύ@rpn-p δέ@cc τίς@rqams ἐγώ@rpa-s λέγω@vipa2p εἰμί@vnpa ἀποκρίνομαι@vpapnms δέ@cc Πέτρος@nnmsp λέγω@viaa3s σύ@rpn-s εἰμί@vipa2s ὁ@dnms Χριστός@namsp" 
"09","21","05B","ὁ@dnms δέ@cc ἐπιτιμάω@vpaanms αὐτός@rpdmp παραγγέλλω@viaa3s μηδείς@ridms λέγω@vnpa οὗτος@rdans" 
"09","22","05B","λέγω@vppanms δεῖ@vipa3s ὁ@dams υἱός@namsc ὁ@dgms ἄνθρωπος@ngmsc πολύς@ananpn πάσχω@vnaa καί@cc ἀποδοκιμάζω@vnap ἀπό@pg ὁ@dgmp πρεσβύτερος@angmpc καί@cc ἀρχιερεύς@ngmpc καί@cc γραμματεύς@ngmpc καί@cc ἀποκτείνω@vnap καί@cc μετά@pa τρεῖς@acafpn ἡμέρα@nafpc ἐγείρω@vnap" 
"09","24","05B","ὅς@rrnms ἄν@x θέλω@vspa3s ὁ@dafs ψυχή@nafsc αὐτός@rpgms σῴζω@vnaa ἀπόλλυμι@vifa3s αὐτός@rpafs ὅς@rrnms δέ@cc ἄν@x ἀπόλλυμι@vsaa3s αὐτός@rpafs ἕνεκα@pg ἐγώ@rpg-s σῴζω@vifa3s αὐτός@rpafs" 
"09","26","05B","ὅς@rrnms ἄν@x ἐπαισχύνομαι@vsap3s ἐγώ@rpa-s καί@b ἐγώ@rpnms ἐπαισχύνομαι@vifp1s αὐτός@rpams" 
"09","28","05B","() παραλαμβάνω@vpaanms Πέτρος@namsp καί@cc Ἰάκωβος@namsp καί@cc Ἰωάννης@namsp ἀναβαίνω@viaa3s εἰς@pa ὁ@dans ὄρος@nansc ()" 
"09","29","05B","καί@cc γίνομαι@viam3s () ὁ@dnms ἱματισμός@nnmsc αὐτός@rpgms λευκός@annmsn ἐξαστράπτω@vppanms" 
"09","30","05B","καί@cc ἰδού@i δύο@acnmpn ἀνήρ@nnmpc συλλαλέω@viia3p αὐτός@rpdms Ἠλίας@nnmsp καί@cc Μωϋσῆς@nnmsp" 
"09","31","05B","ὁράω@vpapnmp ἐν@pd δόξα@ndfsc αὐτός@rpgms ()" 
"09","32","05B","() ὁράω@viaa3p ὁ@dafs δόξα@nafsc αὐτός@rpgms καί@cc ὁ@damp δύο@acampn ἀνήρ@nampc ὁ@damp συνίστημι@vpxaamp αὐτός@rpdms" 
"09","33","05B","() λέγω@viaa3s ὁ@dnms Πέτρος@nnmsp πρός@pa ὁ@dams Ἰησοῦς@namsp καλός@annnsn εἰμί@vipa3s ἐγώ@rpa-p ὧδε@b εἰμί@vnpa καί@cc ποιέω@vsaa1p σκηνή@nafpc τρεῖς@acafpn εἷς@acafsn σύ@rpd-s καί@cc εἷς@acafsn Μωϋσῆς@ndmsp καί@cc εἷς@acafsn Ἠλίας@ndmsp μή@x οἶδα@vpxanms ὅς@rrans λέγω@vipa3s" 
"09","34","05B","οὗτος@rdanp δέ@cc αὐτός@rpgms λέγω@vppagms γίνομαι@viam3s νεφέλη@nnfsc καί@cc ἐπισκιάζω@viaa3s αὐτός@rpamp" 
"09","35","05B","καί@cc ἐκ@pg ὁ@dgfs νεφέλη@ngfsc φωνή@nnfsc οὗτος@rdnms εἰμί@vipa3s ὁ@dnms υἱός@nnmsc ἐγώ@rpg-s ὁ@dnms ἀγαπητός@annmsn αὐτός@rpgms ἀκούω@vdpa2p" 
"09","37","05B","[() κατέρχομαι@vpaagmp αὐτός@rpgmp ἀπό@pg ὁ@dgns ὄρος@ngnsc ()]" 
"09","38","05B","() ἀνήρ@nnmsc λέγω@vppanms ()" 
"09","39","05B","[() πνεῦμα@nnnsc ()]" 
"09","40","05B","καί@cc δέομαι@viap1s ὁ@dgmp μαθητής@ngmpc σύ@rpg-s καί@cc οὐ@b δύναμαι@viap3p ἐκβάλλω@vnaa αὐτός@rpans" 
"09","41","05B","καί@cc () ὁ@dnms Ἰησοῦς@nnmsp λέγω@viaa3s πρός@pa αὐτός@rpamp ὦ@i γενεά@nvfsc ἄπιστος@anvfsn ἕως@b πότε@b εἰμί@vifm1s πρός@pa σύ@rpa-p ἕως@b πότε@b ἀνέχω@vifm1s σύ@rpg-p" 
"09","44","05B","() τίθημι@vdam2p σύ@rpn-p εἰς@pa ὁ@danp οὖς@nanpc σύ@rpg-p ὁ@damp λόγος@nampc οὗτος@rdamp ὁ@dnms γάρ@cc υἱός@nnmsc ὁ@dgms ἄνθρωπος@ngmsc μέλλω@vipa3s παραδίδωμι@vnpp εἰς@pa χείρ@nafpc ἄνθρωπος@ngmpc" 
"09","47","05B","ὁ@dnms Ἰησοῦς@nnmsp () ἐπιλαμβάνω@vpamnms παιδίον@nansc ἵστημι@viaa3s αὐτός@rpans παρά@pd ἑαυτοῦ@rxdms" 
"09","48","05B","καί@cc λέγω@viaa3s αὐτός@rpdmp ὅς@rrnms ἐάν@x δέχομαι@vsam3s οὗτος@rdans ὁ@dans παιδίον@nansc ἐπί@pd ὁ@ddns ὄνομα@ndnsc ἐγώ@rpg-s ἐγώ@rpa-s δέχομαι@vipm3s ()" 
"09","52","05B","εἰσέρχομαι@viaa3p εἰς@pa κώμη@nafsc Σαμαρίτης@ngmpp ()" 
"09","53","05B","καί@cc οὐ@b δέχομαι@viam3p αὐτός@rpams" 
"09","54","05B","ὁράω@vpaanmp δέ@cc ὁ@dnmp μαθητής@nnmpc Ἰάκωβος@nnmsp καί@cc Ἰωάννης@nnmsp λέγω@viaa3p θέλω@vipa2s λέγω@vsaa1p πῦρ@nansc καταβαίνω@vnaa ἀπό@pg ὁ@dgms οὐρανός@ngmsc καί@cc ἀναλίσκω@vnaa αὐτός@rpamp ὡς@cs καί@b Ἠλίας@nnmsp ποιέω@viaa3s" 
"09","55","05B","στρέφω@vpapnms δέ@cc ἐπιτιμάω@viaa3s αὐτός@rpdmp καί@cc λέγω@viaa3s οὐ@b οἶδα@vixa2p οἷος@arnnsg πνεῦμα@ngnsc εἰμί@vipa2p σύ@rpn-p ()" 
"09","57","05B","() λέγω@viaa3s τὶς@rinms πρός@pa αὐτός@rpams ἀκολουθέω@vifa1s σύ@rpd-s ὅπου@cs ἐάν@x ἀπέρχομαι@vspm2s" 
"09","58","05B","[καί@cc λέγω@viaa3s αὐτός@rpdms ὁ@dnms Ἰησοῦς@nnmsp ὁ@dnfp ἀλώπηξ@nnfpc φωλεός@nampc ἔχω@vipa3p καί@cc ὁ@dnnp πετεινός@nnnpc κατασκήνωσις@nafpc ὁ@dnms δέ@cc υἱός@nnmsc ὁ@dgms ἄνθρωπος@ngmsc οὐ@b ἔχω@vipa3s ποῦ@b ὁ@dafs κεφαλή@nafsc κλίνω@vsaa3s]" 
"09","59","05B","λέγω@viaa3s δέ@cc πρός@pa ἕτερος@aiamsn ἀκολουθέω@vdpa2s ἐγώ@rpd-s ὁ@dnms δέ@cc λέγω@viaa3s κύριος@nvmsc ἐπιτρέπω@vdaa2s ἐγώ@rpd-s ἀπέρχομαι@vpaadms πρῶτος@b θάπτω@vnaa ὁ@dams πατήρ@namsc ἐγώ@rpg-s" 
"09","60","05B","λέγω@viaa3s δέ@cc αὐτός@rpdms ἀφίημι@vdaa2s ὁ@damp νεκρός@anampn θάπτω@vnaa ὁ@damp ἑαυτοῦ@rxgmp νεκρός@anampn σύ@rpn-s δέ@cc ἀπέρχομαι@vpaanms διαγγέλλω@vdpa2s ὁ@dafs βασιλεία@nafsc ὁ@dgms θεός@ngmsc" 
"09","61","05B","λέγω@viaa3s δέ@cc καί@b ἕτερος@ainmsn ἀκολουθέω@vifa1s σύ@rpd-s πρῶτος@b δέ@cc ἐπιτρέπω@vdaa2s ἐγώ@rpd-s ἀποτάσσω@vnam ὁ@ddmp εἰς@pa ὁ@dams οἶκος@namsc ἐγώ@rpg-s" 
"09","62","05B","λέγω@viaa3s δέ@cc πρός@pa αὐτός@rpams ὁ@dnms Ἰησοῦς@nnmsp οὐδείς@rinms ἐπιβάλλω@vpaanms ὁ@dafs χείρ@nafsc ἐπί@pa ἄροτρον@nansc καί@cc βλέπω@vppanms εἰς@pa ὁ@danp ὀπίσω@b [εὔθετος@annmsn εἰμί@vipa3s ὁ@ddfs βασιλεία@ndfsc ὁ@dgms θεός@ngmsc]" 
"10","01","05B","() [ἀναδείκνυμι@viaa3s] δέ@cc καί@b ἕτερος@aiampn ἑβδομήκοντα@ac---n καί@cc ἀποστέλλω@viaa3s αὐτός@rpamp () εἰς@pa [πᾶς@aiafsn] πόλις@nafsc [καί@cc τόπος@namsc ὅς@b μέλλω@viia3s αὐτός@rtnms ἔρχομαι@vnpm]" 
"10","02","05B","λέγω@viia3s δέ@cc πρός@pa αὐτός@rpamp ()" 
"10","03","05B","() ἰδού@i ἐγώ@rpn-s ἀποστέλλω@vipa1s σύ@rpa-p ὡς@cs ἀρήν@nampc ἐν@pd μέσος@andnsn λύκος@ngmpc" 
"10","04","05B","μή@x βαστάζω@vdpa2p [βαλλάντιον@nansc] μή@x πήρα@nafsc μή@x ὑπόδημα@nanpc καί@cc μηδείς@riams κατά@pa ὁ@dafs ὁδός@nafsc ἀσπάζομαι@vsam2p" 
"10","05","05B","εἰς@pa ὅς@rrafs δέ@cc ἄν@x εἰσέρχομαι@vsaa2p οἰκία@nafsc λέγω@vdpa2p () εἰρήνη@nnfsc ὁ@ddms οἶκος@ndmsc οὗτος@rddms" 
"10","07","05B","ἐν@pd αὐτός@atdfsn δέ@cc ὁ@ddfs οἰκία@ndfsc μένω@vdpa2p ἐσθίω@vppanmp () ὁ@danp παρά@pg αὐτός@rpgmp ἄξιος@annmsn γάρ@cc ὁ@dnms ἐργάτης@nnmsc ὁ@dgms μισθός@ngmsc" 
"10","08","05B","[καί@cc εἰς@pa ὅς@rrafs ἄν@x πόλις@nafsc εἰσέρχομαι@vspm2p καί@cc δέχομαι@vspm3p σύ@rpa-p ()]" 
"10","09","05B","θεραπεύω@vdpa2p ὁ@damp ἐν@pd αὐτός@rpdfs ἀσθενής@anampn [καί@cc λέγω@vdpa2p αὐτός@rpdmp ἐγγίζω@vixa3s ὁ@dnfs βασιλεία@nnfsc ὁ@dgms θεός@ngmsc]" 
"10","10","05B","[εἰς@pa ὅς@rrafs δέ@cc ἄν@x πόλις@nafsc εἰσέρχομαι@vsaa2p καί@cc] μή@x δέχομαι@vspm3p σύ@rpa-p [ἐξέρχομαι@vpaanmp εἰς@pa ὁ@dafp πλατύς@anafpn αὐτός@rpgfs] λέγω@vdaa2p" 
"10","11","05B","[καί@b] ὁ@dams κονιορτός@namsc ὁ@dams κολλάω@vpapams ἐγώ@rpd-p ἐκ@pg ὁ@dgfs πόλις@ngfsc σύ@rpg-p [εἰς@pa ὁ@damp πούς@nampc] ἀπομάσσω@vipm1p σύ@rpd-p [πλήν@cc] οὗτος@rdans γινώσκω@vdpa2p ὅτι@cs ἐγγίζω@vixa3s ὁ@dnfs βασιλεία@nnfsc ὁ@dgms θεός@ngmsc" 
"10","16","05B","[ὁ@dnms ἀκούω@vppanms σύ@rpg-p ἐγώ@rpg-s ἀκούω@vipa3s καί@cc] ὁ@dnms ἀθετέω@vppanms σύ@rpa-p ἐγώ@rpa-s ἀθετέω@vipa3s [ὁ@dnms δέ@cc ἐγώ@rpa-s ἀθετέω@vppanms ἀθετέω@vipa3s ὁ@dams ἀποστέλλω@vpaaams ἐγώ@rpa-s]" 
"10","19","05B","[ἰδού@i] δίδωμι@vixa1s σύ@rpd-p ὁ@dafs ἐξουσία@nafsc ὁ@dgns πατέω@vnpa ἐπάνω@pg ὄφις@ngmpc καί@cc σκορπίος@ngmpc [καί@cc ἐπί@pa πᾶς@aiafsn ὁ@dafs δύναμις@nafsc ὁ@dgms ἐχθρός@angmsn καί@cc οὐδείς@rinns σύ@rpa-p οὐ@b μή@x ἀδικέω@vsaa3s]" 
"10","21","05B","() λέγω@viaa3s εὐχαριστέω@vipa1s σύ@rpd-s καί@cc ἐξομολογέω@vipm1s κύριος@nvmsc ὁ@dgms οὐρανός@ngmsc ὅτι@cs ὅστις@rrnnp εἰμί@viia3s κρυπτός@annnpn σοφός@andmpn καί@cc συνετός@andmpn ἀποκαλύπτω@viaa2s νήπιος@andmpn ναί@x ὁ@dnms πατήρ@nnmsc" 
"10","22","05B","πᾶς@ainnpn ἐγώ@rpd-s παραδίδωμι@viap3s ὑπό@pg ὁ@dgms πατήρ@ngmsc καί@cc οὐδείς@rinms γινώσκω@viaa3s ὁ@dams πατήρ@namsc εἰ@cs μή@x ὁ@dnms υἱός@nnmsc οὐδέ@cc ὁ@dams υἱός@namsc τίς@rqnms γινώσκω@vipa3s εἰ@cs μή@x ὁ@dnms πατήρ@nnmsc καί@cc ὅς@rrdms ἐάν@x ὁ@dnms υἱός@nnmsc ἀποκαλύπτω@vsaa3s" 
